thread_id,topic,intent,inbound,brand_reply
t1821,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA2348, AAdvantage M8XVDY",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1822,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA2363, AAdvantage FGQVDS",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1823,flight delay,flight_delay,@customer: stuck at ord delay again crew says 6hr wait what now? pls help asap,Sorry for the delay on AA663. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1824,refund compensation,refund_compensation,"@customer: trip credit not received for AA961, booking DC6MDW","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1825,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate MIA, rebook options?",Sorry your flight AA713 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1826,cancellation,cancellation,@customer: flight aa2967 cancelled stranded in dca tonight help pls help asap,Sorry your flight AA2967 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1827,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1217, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1828,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1829,flight delay,flight_delay,"@customer: @AmericanAir stuck at MIA, delay again, crew says 1hr wait, what now?",Sorry for the delay on AA2624. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1830,complaint service,complaint_service,"@customer: never flying again, worst service AA2286, filing DOT complaint",I am sorry you experienced this on AA2286. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1831,booking change,booking_change,"@customer: @AmericanAir need to change flight AA1083 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1832,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA1206, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1833,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA963 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1834,refund compensation,refund_compensation,"@customer: trip credit not received for AA685, booking QNJ7KR","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1835,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1836,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2192 at DCA, tag XTGCLC",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1837,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate LAX, rebook options?",Sorry your flight AA1051 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1838,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA448? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1839,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate LAX, want supervisor + case",I am sorry you experienced this on AA986. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1840,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA2554 in JFK,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1841,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA1898? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1842,complaint service,complaint_service,"@customer: @AmericanAir crew on AA932 was rude to my mother, unacceptable",I am sorry you experienced this on AA932. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1843,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA2169, great landing in LAX!",Thanks for flying with us! Let us know if you need anything on AA2169.
t1844,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate CLT, rebook options?",Sorry your flight AA669 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1845,booking change,booking_change,"@customer: change name spelling on reservation 3EL5YD, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1846,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA1801.
t1847,complaint service,complaint_service,"@customer: @AmericanAir crew on AA2261 was rude to my mother, unacceptable",I am sorry you experienced this on AA2261. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1848,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1857, great landing in MIA!",Thanks for flying with us! Let us know if you need anything on AA1857.
t1849,complaint service,complaint_service,"@customer: @AmericanAir crew on AA1513 was rude to my mother, unacceptable",I am sorry you experienced this on AA1513. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1850,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA1155? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1851,flight delay,flight_delay,"@customer: @AmericanAir stuck at PHX, delay again, crew says 1hr wait, what now?",Sorry for the delay on AA2896. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1852,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA2723? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1853,checkin boarding,checkin_boarding,@customer: what gate for AA1466 at ORD? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1854,flight delay,flight_delay,"@customer: AA AA1433 delayed, need hotel tonight in JFK, who pays?",Sorry for the delay on AA1433. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1855,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA190, great landing in PHX!",Thanks for flying with us! Let us know if you need anything on AA190.
t1856,cancellation,cancellation,@customer: cancelled on me at gate dca rebook options? pls help asap,Sorry your flight AA2071 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1857,checkin boarding,checkin_boarding,@customer: what gate for AA2447 at ORD? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1858,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA923, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1859,booking change,booking_change,@customer: change name spelling on reservation msr4uq how? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1860,cancellation,cancellation,"@customer: flight AA1007 cancelled, stranded in LAX tonight, help",Sorry your flight AA1007 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1861,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA2562.
t1862,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA2446 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1863,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA2848, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1864,cancellation,cancellation,"@customer: flight AA1365 cancelled, stranded in LAX tonight, help",Sorry your flight AA1365 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1865,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA2381, AAdvantage F9XGR8",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1866,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA105 in DCA,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1867,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA701 at JFK, tag QTEEE5",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1868,complaint service,complaint_service,"@customer: never flying again, worst service AA1434, filing DOT complaint",I am sorry you experienced this on AA1434. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1869,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1459, great landing in LAX!",Thanks for flying with us! Let us know if you need anything on AA1459.
t1870,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA2029, AAdvantage UJ42HR",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1871,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA643, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1872,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA2841, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1873,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate MIA, rebook options?",Sorry your flight AA2922 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1874,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA2737, AAdvantage Y24NL4",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1875,complaint service,complaint_service,"@customer: never flying again, worst service AA1129, filing DOT complaint",I am sorry you experienced this on AA1129. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1876,flight delay,flight_delay,"@customer: AA AA817 delayed, need hotel tonight in MIA, who pays?",Sorry for the delay on AA817. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1877,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA2643, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1878,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA2840, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1879,cancellation,cancellation,"@customer: flight AA852 cancelled, stranded in CLT tonight, help",Sorry your flight AA852 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1880,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1748, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1881,flight delay,flight_delay,"@customer: AA AA2726 delayed, need hotel tonight in JFK, who pays?",Sorry for the delay on AA2726. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1882,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking 4EL2YF?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1883,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA2538, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1884,booking change,booking_change,"@customer: @AmericanAir need to change flight AA2673 to tomorrow, fare difference?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1885,refund compensation,refund_compensation,"@customer: trip credit not received for AA2192, booking AQJTVQ","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1886,complaint service,complaint_service,@customer: discriminated at gate mia want supervisor + case pls help asap,I am sorry you experienced this on AA1239. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1887,checkin boarding,checkin_boarding,@customer: what gate for AA622 at ORD? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1888,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1255, great landing in CLT!",Thanks for flying with us! Let us know if you need anything on AA1255.
t1889,booking change,booking_change,"@customer: change name spelling on reservation BMJ7WX, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1890,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA1187, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1891,flight delay,flight_delay,"@customer: @AmericanAir stuck at CLT, delay again, crew says 3hr wait, what now?",Sorry for the delay on AA2349. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1892,booking change,booking_change,@customer: @AmericanAir can I switch seat / add bag on booking 9UW3G8?,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1893,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA1238, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1894,flight delay,flight_delay,"@customer: AA AA1742 delayed, need hotel tonight in PHX, who pays?",Sorry for the delay on AA1742. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1895,booking change,booking_change,"@customer: change name spelling on reservation 6A2PKL, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1896,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate ORD, rebook options?",Sorry your flight AA754 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1897,cancellation,cancellation,@customer: you cancelled flight aa721 to jfk today need rebook asap pls help asap,Sorry your flight AA721 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1898,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 34 at MIA","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1899,cancellation,cancellation,@customer: cancelled on me at gate phx rebook options? pls help asap,Sorry your flight AA1161 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1900,baggage,baggage,@customer: bag missing since yesterday flight aa1196 at phx tag jltszp pls help asap,Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1901,loyalty account,loyalty_account,"@customer: @AmericanAir cant login AAdvantage, reset not working",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1902,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA2504, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1903,praise other,praise_other,@customer: thanks crew on aa2480 great landing in phx! pls help asap,Thanks for flying with us! Let us know if you need anything on AA2480.
t1904,refund compensation,refund_compensation,"@customer: trip credit not received for AA2706, booking 3VBJBX","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1905,complaint service,complaint_service,"@customer: @AmericanAir crew on AA2247 was rude to my mother, unacceptable",I am sorry you experienced this on AA2247. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1906,complaint service,complaint_service,"@customer: @AmericanAir crew on AA2333 was rude to my mother, unacceptable",I am sorry you experienced this on AA2333. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1907,booking change,booking_change,@customer: can i switch seat / add bag on booking 2jky6g? pls help asap,You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1908,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate MIA, rebook options?",Sorry your flight AA744 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1909,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA2598, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1910,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 6 at ORD","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1911,flight delay,flight_delay,"@customer: AA AA483 delayed, need hotel tonight in CLT, who pays?",Sorry for the delay on AA483. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1912,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA2498, great landing in DFW!",Thanks for flying with us! Let us know if you need anything on AA2498.
t1913,flight delay,flight_delay,"@customer: @AmericanAir flight AA1463 delayed 1hrs, will I miss my connection in PHX?",Sorry for the delay on AA1463. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1914,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA2056 in DFW,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1915,refund compensation,refund_compensation,@customer: @AmericanAir want voucher for 5hr delay AA1650 in ORD,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1916,praise other,praise_other,@customer: do you fly to CLT direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA1464.
t1917,flight delay,flight_delay,"@customer: @AmericanAir stuck at MIA, delay again, crew says 2hr wait, what now?",Sorry for the delay on AA189. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1918,loyalty account,loyalty_account,"@customer: gold status not showing, flight AA2542 tomorrow",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1919,complaint service,complaint_service,"@customer: never flying again, worst service AA976, filing DOT complaint",I am sorry you experienced this on AA976. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1920,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA966, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1921,checkin boarding,checkin_boarding,@customer: what gate for AA2119 at LAX? boarding group 4 when?,"Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1922,cancellation,cancellation,"@customer: flight AA146 cancelled, stranded in MIA tonight, help",Sorry your flight AA146 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1923,refund compensation,refund_compensation,"@customer: trip credit not received for AA2924, booking 6R4QDP","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1924,flight delay,flight_delay,"@customer: @AmericanAir stuck at DFW, delay again, crew says 5hr wait, what now?",Sorry for the delay on AA722. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1925,refund compensation,refund_compensation,@customer: @AmericanAir refund for cancelled AA2952? nonrefundable but you cancelled,"If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1926,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate CLT, want supervisor + case",I am sorry you experienced this on AA1513. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1927,praise other,praise_other,@customer: do you fly to CLT direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA1499.
t1928,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA967, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1929,praise other,praise_other,@customer: thanks crew on aa185 great landing in lax! pls help asap,Thanks for flying with us! Let us know if you need anything on AA185.
t1930,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA1856 at DCA, tag V8X625",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1931,refund compensation,refund_compensation,"@customer: trip credit not received for AA2089, booking 556L4C","If we cancelled, you may choose refund or trip credit at aa.com/refunds (refundable to original payment within 7 days). DM your record locator."
t1932,baggage,baggage,"@customer: charged $75 bag fee but told free, flight AA339, refund?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1933,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate JFK, rebook options?",Sorry your flight AA466 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1934,booking change,booking_change,"@customer: change name spelling on reservation Z6CLU4, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1935,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 47 at ORD","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1936,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA292 to PHX today, need rebook ASAP",Sorry your flight AA292 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1937,complaint service,complaint_service,"@customer: @AmericanAir crew on AA2086 was rude to my mother, unacceptable",I am sorry you experienced this on AA2086. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1938,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2400 at ORD, tag BYV4BT",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1939,cancellation,cancellation,"@customer: @AmericanAir cancelled on me at gate PHX, rebook options?",Sorry your flight AA1868 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1940,loyalty account,loyalty_account,"@customer: @AmericanAir miles missing for flight AA799, AAdvantage BKEF7U",Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1941,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 34 at DFW","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1942,cancellation,cancellation,"@customer: @AmericanAir you cancelled flight AA2893 to ORD today, need rebook ASAP",Sorry your flight AA2893 was cancelled. You can rebook free on the next available American flight at aa.com/manage or in the app. DM your record locator for help.
t1943,complaint service,complaint_service,"@customer: @AmericanAir crew on AA166 was rude to my mother, unacceptable",I am sorry you experienced this on AA166. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1944,complaint service,complaint_service,"@customer: never flying again, worst service AA731, filing DOT complaint",I am sorry you experienced this on AA731. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1945,flight delay,flight_delay,"@customer: @AmericanAir flight AA1199 delayed 6hrs, will I miss my connection in ORD?",Sorry for the delay on AA1199. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1946,baggage,baggage,"@customer: @AmericanAir damaged suitcase on AA125, claim process?",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1947,complaint service,complaint_service,"@customer: @AmericanAir crew on AA1435 was rude to my mother, unacceptable",I am sorry you experienced this on AA1435. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1948,flight delay,flight_delay,"@customer: @AmericanAir stuck at ORD, delay again, crew says 6hr wait, what now?",Sorry for the delay on AA214. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1949,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate ORD, want supervisor + case",I am sorry you experienced this on AA315. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1950,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA2046.
t1951,checkin boarding,checkin_boarding,"@customer: @AmericanAir cant check in flight AA646, app error, leaves in 2 hours","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1952,checkin boarding,checkin_boarding,"@customer: @AmericanAir boarding pass wont load, gate 23 at JFK","Check in from 24 hrs in the app; gates close 15 min before departure. Try app refresh, or kiosk with confirmation code. DM your record locator if still blocked."
t1953,praise other,praise_other,"@customer: @AmericanAir thanks crew on AA1132, great landing in JFK!",Thanks for flying with us! Let us know if you need anything on AA1132.
t1954,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate CLT, want supervisor + case",I am sorry you experienced this on AA2788. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1955,praise other,praise_other,"@customer: @AmericanAir love the new app, smooth checkin",Thanks for flying with us! Let us know if you need anything on AA1413.
t1956,baggage,baggage,"@customer: @AmericanAir bag missing since yesterday flight AA2660 at DFW, tag T3ER7T",Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1957,loyalty account,loyalty_account,@customer: gold status not showing flight aa865 tomorrow pls help asap,Miles post within 48 hrs; request missing miles at aa.com/missingmiles with ticket number. DM details (never share password).
t1958,flight delay,flight_delay,"@customer: @AmericanAir flight AA2760 delayed 4hrs, will I miss my connection in ORD?",Sorry for the delay on AA2760. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1959,flight delay,flight_delay,"@customer: AA AA637 delayed, need hotel tonight in DFW, who pays?",Sorry for the delay on AA637. Please check live status in the American app and speak to the gate agent about rebooking/meal voucher if 3+ hrs (aa.com/manage). DM your record locator and I can walk you through options.
t1960,praise other,praise_other,@customer: do you fly to MIA direct from DFW?,Thanks for flying with us! Let us know if you need anything on AA2211.
t1961,baggage,baggage,@customer: charged $75 bag fee but told free flight aa2831 refund? pls help asap,Sorry about your bag. Please file a report at aa.com/baggage within 4 hrs and track in the app; keep receipts for essentials. DM your tag/record locator.
t1962,complaint service,complaint_service,"@customer: @AmericanAir discriminated at gate DFW, want supervisor + case",I am sorry you experienced this on AA929. I am escalating to a human specialist with a case number. Please DM your record locator + details.
t1963,booking change,booking_change,"@customer: change name spelling on reservation M97J95, how?",You can change most main-cabin+ tickets at aa.com/manage (fare difference may apply). DM your record locator and new date and I will outline exact steps.
t1964,complaint service,complaint_service,"@customer: @AmericanAir crew on AA342 was rude to my mother, unacceptable",I am sorry you experienced this on AA342. I am escalating to a human specialist with a case number. Please DM your record locator + details.
